,MEASURE_PAYLOAD_SIZE_BYTE,MEASURE_INTERVAL_S,children,pdr,plr,aggregation_efficiency,energy,energy_per_byte,energy_tx_per_byte,latency
53,4,1800,1,1.0,0.0,0.9545454545454546,52124.326632160766,310.26384900095695,53.10142721716734,894.3419480000657
54,4,1800,1,0.9565217391304348,0.0,0.875,49773.85764176631,282.80600932821767,55.27264536002558,894.2097159995901
55,4,1800,1,1.0,0.0,0.9130434782608696,75047.26259703177,436.3212941687894,54.21228301118674,894.2097159990608
56,4,1800,1,0.9565217391304348,0.0,0.875,49222.37545765235,279.67258782757017,55.27264536002558,894.2097159990608
57,4,1800,2,1.0,0.0,0.9166666666666666,84208.74932745002,98.83656024348593,11.840681550427764,902.5368612304883
58,4,1800,2,0.9130434782608695,0.0,0.88,54031.041327510065,153.49727649860813,29.045222925011444,902.4709400000893
59,4,1800,2,0.9545454545454546,0.0,0.9166666666666666,80645.09431776086,188.42311756486183,23.044289486369596,902.2633279995616
60,4,1800,2,0.9565217391304348,0.0,0.875,70101.57440793073,269.6214400305028,37.587005523721274,902.2633279990587
61,4,1800,2,1.0,0.0,0.9565217391304348,62977.86255686763,104.96310426144605,15.921676223206292,902.2633279990587
62,4,1800,3,1.0,0.0,0.9130434782608696,77271.55536570697,227.26928048737344,27.687601128008282,949.6149202935867
