,MEASURE_INTERVAL_S,TX_AGGREGATION_TIMER_NOMINAL,children,pdr,plr,aggregation_efficiency,energy,latency
305,1800,990,0,1.0,0.0,0.0,118589.22056312785,118589.22056312785
306,1800,990,0,1.0,0.0,0.0,97205.33552893046,97205.33552893046
307,1800,990,0,1.0,0.0,0.0,88450.61705854726,88450.61705854726
308,1800,990,0,1.0,0.0,0.0,125786.34472190372,125786.34472190372
309,1800,990,1,1.0,0.0,0.95,97022.45962138324,97022.45962138324
310,1800,990,1,1.0,0.0,0.9473684210526316,90956.26424184056,90956.26424184056
311,1800,990,1,1.0,0.0,0.9090909090909091,125584.35650112857,125584.35650112857
312,1800,990,1,1.0,0.0,0.8636363636363636,106066.54222529015,106066.54222529015
313,1800,990,1,1.0,0.0,0.8181818181818181,93821.37902685162,93821.37902685162
314,1800,990,2,0.8260869565217391,0.08695652173913043,0.8888888888888888,96988.25338610046,96988.25338610046
315,1800,990,2,1.0,0.0,0.9444444444444444,128267.92543545322,128267.92543545322
316,1800,990,2,1.0,0.0,0.9444444444444444,134723.44855980235,134723.44855980235
317,1800,990,2,1.0,0.0,0.9411764705882353,117006.13152044774,117006.13152044774
318,1800,990,2,1.0,0.0,0.9444444444444444,107439.40582510985,107439.40582510985
319,1800,990,3,1.0,0.0,0.9473684210526316,128353.04654262112,128353.04654262112
320,1800,1080,0,0.9130434782608695,0.08695652173913043,0.0,119790.33900414685,119790.33900414685
321,1800,1080,0,1.0,0.0,0.0,120744.61566355742,120744.61566355742
322,1800,1080,0,1.0,0.0,0.0,123703.13990534208,123703.13990534208
323,1800,1080,0,1.0,0.0,0.0,130073.00941227231,130073.00941227231
324,1800,1080,0,1.0,0.0,0.0,124302.74843218595,124302.74843218595
325,1800,1080,0,1.0,0.0,0.0,113474.02553703323,113474.02553703323
326,1800,1080,0,1.0,0.0,0.0,114324.92334693325,114324.92334693325
327,1800,1080,0,1.0,0.0,0.0,96038.59398144529,96038.59398144529
328,1800,1080,0,1.0,0.0,0.0,93168.7061731083,93168.7061731083
329,1800,1080,0,1.0,0.0,0.0,93424.52739058367,93424.52739058367
330,1800,1080,0,1.0,0.0,0.0,124883.24927489084,124883.24927489084
331,1800,1080,0,1.0,0.0,0.0,125102.80678317107,125102.80678317107
332,1800,1080,0,1.0,0.0,0.0,122404.51155068516,122404.51155068516
333,1800,1080,0,1.0,0.0,0.0,118754.27329866057,118754.27329866057
334,1800,1080,0,1.0,0.0,0.0,112504.6640859761,112504.6640859761
335,1800,1080,0,1.0,0.0,0.0,113383.9360568931,113383.9360568931
336,1800,1080,0,1.0,0.0,0.0,107182.45762129493,107182.45762129493
337,1800,1080,0,1.0,0.0,0.0,119279.93379688406,119279.93379688406
338,1800,1080,0,1.0,0.0,0.0,96812.20555430278,96812.20555430278
339,1800,1080,0,1.0,0.0,0.0,88823.33061045912,88823.33061045912
340,1800,1080,0,1.0,0.0,0.0,125021.74408182089,125021.74408182089
341,1800,1080,1,1.0,0.0,0.95,97821.06497991992,97821.06497991992
342,1800,1080,1,1.0,0.0,0.9473684210526316,91223.89972092463,91223.89972092463
343,1800,1080,1,1.0,0.0,0.9047619047619048,127958.88866210183,127958.88866210183
344,1800,1080,1,1.0,0.0,0.9047619047619048,112359.14972968698,112359.14972968698
345,1800,1080,1,1.0,0.0,0.8571428571428572,94889.87585870031,94889.87585870031
346,1800,1080,2,1.0,0.0,0.9473684210526316,130583.19491124505,130583.19491124505
347,1800,1080,2,1.0,0.0,0.8888888888888888,98517.53964951976,98517.53964951976
348,1800,1080,2,1.0,0.0,0.9444444444444444,126496.07173241528,126496.07173241528
349,1800,1080,2,1.0,0.0,0.9444444444444444,134149.4558176885,134149.4558176885
350,1800,1080,2,1.0,0.0,0.9523809523809523,109059.96867866188,109059.96867866188
351,1800,1080,3,1.0,0.0,0.8823529411764706,123850.30975191358,123850.30975191358
352,1800,1170,0,1.0,0.0,0.0,120547.31531300125,120547.31531300125
353,1800,1170,0,1.0,0.0,0.0,121066.28189456309,121066.28189456309
354,1800,1170,0,1.0,0.0,0.0,124165.84140459934,124165.84140459934
355,1800,1170,0,1.0,0.0,0.0,129920.1443547085,129920.1443547085
356,1800,1170,0,1.0,0.0,0.0,124884.14849468626,124884.14849468626
357,1800,1170,0,1.0,0.0,0.0,114630.28666267515,114630.28666267515
358,1800,1170,0,1.0,0.0,0.0,115128.99404986938,115128.99404986938
359,1800,1170,0,1.0,0.0,0.0,96670.63402821387,96670.63402821387
360,1800,1170,0,1.0,0.0,0.0,94067.2239118241,94067.2239118241
361,1800,1170,0,0.9130434782608695,0.08695652173913043,0.0,94058.78167008553,94058.78167008553
362,1800,1170,0,0.9565217391304348,0.0,0.0,127237.56486726088,127237.56486726088
363,1800,1170,0,0.9130434782608695,0.08695652173913043,0.0,122331.71363188936,122331.71363188936
