,TX_AGGREGATION_TIMER_NOMINAL,MEASURE_INTERVAL_S,children,pdr,plr,aggregation_efficiency,energy,energy_per_byte,energy_tx_per_byte,latency
0,36,1800,0,1.0,0.0,0.0,116745.7519093023,884.4375144644114,70.4792235600516,108.33961656907468
1,36,1800,0,1.0,0.0,0.0,116564.80165758503,883.0666792241291,70.47922356006305,108.19872498297445
2,36,1800,0,1.0,0.0,0.0,125986.1337119117,912.9429979124036,70.346327346147,108.45487450965175
3,36,1800,0,1.0,0.0,0.0,143981.32785168078,1043.3429554469622,70.346327346147,108.4365851276907
4,36,1800,0,1.0,0.0,0.0,137993.4257178525,999.9523602742934,70.346327346147,108.78212106288447
5,36,1800,0,1.0,0.0,0.0,64473.48713466677,467.1991821352665,70.346327346147,109.04589864350964
6,36,1800,0,1.0,0.0,0.0,110311.98861684647,799.3622363539599,70.346327346147,108.75545021634207
7,36,1800,0,0.9565217391304348,0.0,0.0,57370.85901872074,415.7308624544981,70.346327346147,108.70089042565087
8,36,1800,0,0.9565217391304348,0.0,0.0,46862.512376792394,339.58342302023476,70.346327346147,108.48939363335376
9,36,1800,0,0.782608695652174,0.13043478260869565,0.0,46944.05660950638,340.1743232572926,70.346327346147,108.52116656056751
10,36,1800,0,0.9130434782608695,0.0,0.0,104949.23334663751,760.5016909176632,70.346327346147,108.74919265065182
11,36,1800,0,0.9130434782608695,0.0,0.0,97954.88874528879,709.8180343861507,70.346327346147,108.51044978570644
12,36,1800,0,0.9545454545454546,0.0,0.0,94226.47720743484,713.8369485411731,70.4792235600516,108.75777961791391
13,36,1800,0,0.9565217391304348,0.0,0.0,87168.38747131907,631.6549816762251,70.346327346147,108.75209956304388
14,36,1800,0,0.8695652173913043,0.043478260869565216,0.0,88699.38664956267,642.7491786200194,70.346327346147,108.22634187650692
15,36,1800,0,0.9130434782608695,0.0,0.0,61478.43535062192,445.49590833784,70.3463273461364,108.16643473717704
16,36,1800,0,0.9130434782608695,0.0,0.0,53570.72765235501,388.1936786402537,70.346327346147,108.74910608884602
17,36,1800,0,0.9545454545454546,0.0,0.0,48739.97619694338,369.2422439162377,70.4792235600516,108.38788817357272
18,36,1800,0,0.9545454545454546,0.0,0.0,143110.55300917724,1084.1708561301307,70.47922356006305,108.25383158316254
19,36,1800,1,1.0,0.0,0.4772727272727273,80600.39407394385,312.40462819358083,69.0729627014435,2.71584063330738
20,36,1800,1,0.9090909090909091,0.0,0.4772727272727273,60704.312591182905,235.28803329915854,69.07296270144352,38.49695770840026
21,36,1800,1,0.9545454545454546,0.0,0.4772727272727273,155287.84908019478,601.8908879077317,69.0729627014362,38.37176897961763
22,36,1800,1,1.0,0.0,0.4666666666666667,147340.38833903207,558.1075315872426,69.03545470004694,38.48634821755513
23,36,1800,1,0.9130434782608695,0.0,0.4782608695652174,154292.16336229,571.4524568973704,69.00354986315675,38.33929348967831
24,36,1800,1,0.9130434782608695,0.0,0.4782608695652174,157162.9441921438,582.0849784894215,69.00354986315115,38.080347756105766
25,36,1800,1,0.9565217391304348,0.0,0.625,88894.8226838876,235.17148858171322,68.60246048512141,38.3675979740583
26,36,1800,2,1.0,0.0,0.8604651162790697,202314.35948555602,197.18748487870957,67.96916146717052,2.540749249033979
27,36,1800,2,0.9130434782608695,0.0,0.4782608695652174,82481.83264359474,205.17868816814612,46.461989633467645,38.06147274638079
28,36,1800,2,0.9130434782608695,0.0,0.7798165137614679,173059.6955469748,267.0674313996525,68.18465904966531,38.565495853757966
