,MEASURE_INTERVAL_S,TX_AGGREGATION_TIMER_NOMINAL,hops,pdr,plr,aggregation_efficiency,energy,latency
312,1800,990,2,0.9565217391304348,0.043478260869565216,0.95,91530.94388527432,91530.94388527432
313,1800,990,2,1.0,0.0,0.0,111806.85130908972,111806.85130908972
314,1800,990,2,1.0,0.0,0.0,112633.35875263672,112633.35875263672
315,1800,990,2,1.0,0.0,0.0,112412.97328366329,112412.97328366329
316,1800,990,2,0.8260869565217391,0.08695652173913043,0.9090909090909091,105165.33375072583,105165.33375072583
317,1800,990,2,0.9565217391304348,0.0,0.0,119361.73296841081,119361.73296841081
318,1800,990,3,0.9130434782608695,0.08695652173913043,0.0,93024.74171976722,93024.74171976722
319,1800,990,3,0.8695652173913043,0.08695652173913043,0.0,96193.50613977169,96193.50613977169
320,1800,1080,0,1.0,0.0,0.0,121432.31290207038,121432.31290207038
321,1800,1080,0,1.0,0.0,0.0,121017.43900800828,121017.43900800828
322,1800,1080,0,1.0,0.0,0.0,124469.90929492794,124469.90929492794
323,1800,1080,0,1.0,0.0,0.9473684210526316,134281.0375005264,134281.0375005264
324,1800,1080,0,1.0,0.0,0.0,130740.6287254162,130740.6287254162
325,1800,1080,0,1.0,0.0,0.0,125382.44079434358,125382.44079434358
326,1800,1080,0,1.0,0.0,0.0,114822.49680461106,114822.49680461106
327,1800,1080,0,1.0,0.0,0.0,114150.162762605,114150.162762605
328,1800,1080,0,1.0,0.0,0.95,98824.40439903553,98824.40439903553
329,1800,1080,0,1.0,0.0,0.0,128345.26572438062,128345.26572438062
330,1800,1080,0,1.0,0.0,0.64,130688.21067253618,130688.21067253618
331,1800,1080,0,0.9565217391304348,0.043478260869565216,0.9444444444444444,129024.31758030171,129024.31758030171
332,1800,1080,0,1.0,0.0,0.6799999999999999,110279.80519740959,110279.80519740959
333,1800,1080,0,1.0,0.0,0.0,126912.43394296349,126912.43394296349
334,1800,1080,1,0.9565217391304348,0.043478260869565216,0.8947368421052632,98343.44416852207,98343.44416852207
