,TX_AGGREGATION_TIMER_RANDOM,MEASURE_INTERVAL_S,children,pdr,plr,aggregation_efficiency,energy,energy_per_byte,energy_tx_per_byte,latency
91,7,1800,2,0.9090909090909091,0.0,0.9166666666666666,88552.56869421763,137.93234999099317,15.470459807110132,122.43732286116392
92,7,1800,2,0.9523809523809523,0.0,0.9565217391304348,74996.8670241514,195.3043412087276,24.520598698758107,843.3206681480588
93,7,1800,2,0.9565217391304348,0.0,0.8918918918918919,74395.95552466997,82.66217280518886,16.98752510987694,121.2854456519508
94,7,1800,3,1.0,0.0,0.9545454545454546,87462.09423329185,173.53590125653145,18.01044693905528,904.0850044168665
95,7,1800,3,0.9565217391304348,0.0,0.9428571428571428,90670.13576686628,173.697578097445,27.402961944839706,902.0632079176212
96,10,1800,0,1.0,0.0,0.0,80565.00002184839,639.4047620781619,70.62477655625679,905.8366193669162
97,10,1800,0,1.0,0.0,0.0,80532.47759953245,639.1466476153369,70.62477655625679,905.6586828530362
98,10,1800,0,1.0,0.0,0.0,85273.55706296404,646.0117959315457,70.47922356006305,905.3408225732746
99,10,1800,0,1.0,0.0,0.0,92615.38512902819,701.6317055229408,70.47922356006305,905.6225720222792
100,10,1800,0,1.0,0.0,0.0,87987.11212615744,637.5877690301264,70.346327346147,905.6237032343579
101,10,1800,0,1.0,0.0,0.0,85349.77343462629,646.5891926865628,70.47922356006305,905.885020143829
102,10,1800,0,1.0,0.0,0.0,63426.128497541904,480.5009734662265,70.47922356006305,905.7324775978668
103,10,1800,0,1.0,0.0,0.0,70200.65331927194,508.7003863715358,70.346327346147,905.6919810473119
104,10,1800,0,0.9565217391304348,0.0,0.0,46695.527547532576,338.3733880255984,70.34632734615795,905.4604125670849
105,10,1800,0,0.9545454545454546,0.0,0.0,46342.2239909982,351.0774544772591,70.47922356006305,905.6758921503642
106,10,1800,0,1.0,0.0,0.0,48690.47554639915,386.4323456063425,70.62477655625679,905.8375183236785
107,10,1800,0,0.9545454545454546,0.0,0.0,74627.84507416752,565.3624626830873,70.47922356006305,905.3751876517308
108,10,1800,0,0.9565217391304348,0.0,0.0,70754.399632132,512.7130408125507,70.34632734615795,905.709363589649
109,10,1800,0,0.9545454545454546,0.0,0.0,70483.19166043206,533.9635731850914,70.47922356006305,905.2861609920728
110,10,1800,0,0.9545454545454546,0.0,0.0,67777.89933835246,513.4689343814581,70.47922356006305,905.5560129560909
111,10,1800,0,0.9545454545454546,0.0,0.0,68077.77628754004,515.7407294510609,70.47922356006305,905.8110178714232
112,10,1800,0,0.9130434782608695,0.0,0.0,57535.783450208335,416.9259670304952,70.346327346147,905.8211855879781
113,10,1800,0,0.9545454545454546,0.0,0.0,49712.345569725,376.60867855852274,70.47922356006305,905.5877450083644
114,10,1800,0,1.0,0.0,0.0,45086.05565464205,357.82583852890514,70.62477655625679,905.7146634240635
115,10,1800,0,1.0,0.0,0.0,87400.18764823838,693.6522829225269,70.62477655625679,905.711129870695
116,10,1800,1,1.0,0.0,0.9545454545454546,56043.553987657186,222.39505550657614,35.48951467810371,892.2618125731005
117,10,1800,1,0.9565217391304348,0.0,0.875,53435.288129883374,202.4063944313764,36.94101904000782,892.6581330712343
118,10,1800,1,1.0,0.0,0.9545454545454546,86921.77854630398,344.92769264406337,35.48951467810371,892.641477904006
119,10,1800,1,1.0,0.0,0.9130434782608696,85119.52724318007,329.9206482293801,36.23214481675233,892.219717306114
120,10,1800,1,0.9545454545454546,0.0,0.9166666666666666,91904.78656026424,348.12419151615245,36.9450446400091,892.690401198839
121,10,1800,1,0.9545454545454546,0.0,0.875,89389.84752779943,346.4722772395327,37.79599328745148,892.3099030369485
122,10,1800,1,0.9565217391304348,0.0,0.875,50042.75879540962,189.55590452806675,36.94101904001069,892.5459552190587
123,10,1800,2,0.9130434782608695,0.0,0.88,58360.84655098334,110.53190634655935,19.496326750007963,1352.465070747473
124,10,1800,2,0.9545454545454546,0.0,0.9166666666666666,89741.2644411842,139.78390099872928,15.468804420195482,1347.2093151835343
125,10,1800,2,0.9565217391304348,0.0,0.875,74897.2776878698,192.04430176376874,25.17790463016087,1339.775160129977
126,10,1800,2,1.0,0.0,0.9565217391304348,63554.9170253134,70.61657447257045,10.716003284802028,1338.9250973002781
127,10,1800,5,1.0,0.0,0.9555555555555556,93979.5004519551,56.750906070021195,11.38493372898775,901.4131585342748
128,13,1800,0,1.0,0.0,0.0,80201.157823525,607.5845289660986,70.47922356006305,911.1720185252527
129,13,1800,0,1.0,0.0,0.0,80915.735630851,612.9979972034167,70.47922356006305,911.4387146726613
130,13,1800,0,0.9565217391304348,0.0,0.0,83467.5809978304,604.8375434625392,70.346327346147,910.9028392758328
131,13,1800,0,1.0,0.0,0.0,87127.14125824768,660.0541004412703,70.47922356006305,910.6528002548694
132,13,1800,0,1.0,0.0,0.0,82658.56609235673,656.0203658123551,70.62477655625679,910.9021495897796
133,13,1800,0,0.9523809523809523,0.047619047619047616,0.0,62843.06721831417,498.75450173265216,70.62477655625679,911.2905209742912
134,13,1800,0,1.0,0.0,0.0,73045.49423262013,553.3749563077282,70.47922356006305,910.6080377076487
135,13,1800,0,0.9545454545454546,0.0,0.0,53289.82204597079,403.7107730755363,70.47922356006305,911.1508628793435
